filename,pycsv_time_0,pycsv_time_1,pycsv_time_2
row_extra_quote80_col1.csv,0.008675336837768555,0.00505828857421875,0.005015134811401367
row_less_sep_row57_col2.csv,0.005482912063598633,0.004759073257446289,0.004696846008300781
row_extra_quote57_col2.csv,0.004719972610473633,0.004704952239990234,0.0047931671142578125
row_extra_quote33_col5.csv,0.004912853240966797,0.005097150802612305,0.0049822330474853516
row_less_sep_row81_col5.csv,0.004864692687988281,0.004997968673706055,0.004945516586303711
row_less_sep_row2_col7.csv,0.0049741268157958984,0.005269765853881836,0.004702091217041016
row_less_sep_row67_col4.csv,0.00484776496887207,0.005838155746459961,0.0048067569732666016
row_less_sep_row21_col4.csv,0.0048372745513916016,0.004906892776489258,0.004804372787475586
row_more_sep_row17_col6.csv,0.00510096549987793,0.004798412322998047,0.005018949508666992
row_less_sep_row56_col2.csv,0.005045890808105469,0.005351543426513672,0.00468897819519043
row_more_sep_row57_col2.csv,0.004832029342651367,0.00483250617980957,0.004869937896728516
row_extra_quote14_col4.csv,0.004927158355712891,0.005177736282348633,0.004777669906616211
row_less_sep_row61_col6.csv,0.005375862121582031,0.005138397216796875,0.0051271915435791016
row_extra_quote20_col6.csv,0.005121469497680664,0.004795074462890625,0.004667520523071289
row_extra_quote74_col3.csv,0.005088329315185547,0.004842042922973633,0.004642009735107422
row_extra_quote53_col7.csv,0.005095005035400391,0.0046825408935546875,0.004843711853027344
row_less_sep_row34_col6.csv,0.004867076873779297,0.004711151123046875,0.0045659542083740234
row_more_sep_row5_col3.csv,0.004880666732788086,0.0049550533294677734,0.004727840423583984
row_more_sep_row10_col0.csv,0.004850149154663086,0.004687786102294922,0.0049822330474853516
row_less_sep_row2_col2.csv,0.005173683166503906,0.004764080047607422,0.004853248596191406
row_more_sep_row61_col5.csv,0.005652427673339844,0.0048868656158447266,0.004964351654052734
row_extra_quote12_col5.csv,0.0049054622650146484,0.004893779754638672,0.004973649978637695
row_less_sep_row47_col2.csv,0.005228996276855469,0.004834651947021484,0.005175352096557617
row_more_sep_row13_col2.csv,0.0052068233489990234,0.005324125289916992,0.005400657653808594
row_extra_quote41_col1.csv,0.00513148307800293,0.005572080612182617,0.00484776496887207
row_more_sep_row37_col5.csv,0.005322694778442383,0.005239963531494141,0.005123615264892578
row_extra_quote58_col4.csv,0.005251884460449219,0.0050716400146484375,0.004987239837646484
row_extra_quote6_col8.csv,0.005012035369873047,0.0051114559173583984,0.004996776580810547
row_more_sep_row2_col4.csv,0.005854606628417969,0.0051801204681396484,0.0050811767578125
row_more_sep_row76_col5.csv,0.005283355712890625,0.004835844039916992,0.004889726638793945
row_extra_quote75_col8.csv,0.005392551422119141,0.0051212310791015625,0.005146503448486328
row_extra_quote16_col6.csv,0.004704952239990234,0.004850149154663086,0.004955768585205078
row_less_sep_row25_col7.csv,0.00518798828125,0.004982471466064453,0.004941701889038086
row_extra_quote3_col1.csv,0.005435943603515625,0.005039691925048828,0.005211353302001953
row_less_sep_row44_col6.csv,0.005454301834106445,0.005424022674560547,0.005342006683349609
row_more_sep_row8_col5.csv,0.005398988723754883,0.0050890445709228516,0.004950523376464844
row_more_sep_row31_col8.csv,0.005024909973144531,0.004966259002685547,0.0048007965087890625
row_more_sep_row5_col6.csv,0.004684925079345703,0.00477910041809082,0.0047566890716552734
row_extra_quote59_col8.csv,0.004971027374267578,0.004988193511962891,0.004899024963378906
row_less_sep_row41_col6.csv,0.005202293395996094,0.0050089359283447266,0.004948616027832031
row_extra_quote53_col8.csv,0.0050601959228515625,0.004874229431152344,0.004878044128417969
row_more_sep_row3_col1.csv,0.004948616027832031,0.004889726638793945,0.004975795745849609
row_more_sep_row81_col1.csv,0.004801750183105469,0.004960775375366211,0.004857301712036133
row_extra_quote44_col7.csv,0.0048847198486328125,0.004615068435668945,0.00496983528137207
row_extra_quote41_col5.csv,0.004971027374267578,0.004996299743652344,0.004759311676025391
row_more_sep_row74_col5.csv,0.004919290542602539,0.004833698272705078,0.00498199462890625
row_more_sep_row28_col0.csv,0.005048274993896484,0.004813194274902344,0.005324840545654297
row_more_sep_row47_col5.csv,0.004848003387451172,0.005550861358642578,0.005064964294433594
row_more_sep_row44_col4.csv,0.004839181900024414,0.004838705062866211,0.005040168762207031
row_more_sep_row51_col6.csv,0.005019426345825195,0.004709482192993164,0.005011796951293945
row_more_sep_row32_col1.csv,0.005045652389526367,0.004875898361206055,0.00510716438293457
row_extra_quote46_col3.csv,0.004811763763427734,0.004917144775390625,0.004978656768798828
row_extra_quote56_col2.csv,0.004713535308837891,0.004831075668334961,0.004874706268310547
row_more_sep_row30_col6.csv,0.004571199417114258,0.004553079605102539,0.004790782928466797
row_less_sep_row69_col4.csv,0.009462356567382812,0.0059661865234375,0.005644321441650391
row_extra_quote0_col0.csv,0.006806850433349609,0.005863189697265625,0.006505489349365234
row_more_sep_row30_col2.csv,0.006120920181274414,0.0062923431396484375,0.007436275482177734
row_more_sep_row14_col8.csv,0.007976293563842773,0.006276607513427734,0.005369901657104492
row_less_sep_row54_col2.csv,0.005304098129272461,0.004816532135009766,0.006323575973510742
row_less_sep_row31_col5.csv,0.006185293197631836,0.006147861480712891,0.004915952682495117
row_extra_quote30_col0.csv,0.0050313472747802734,0.005118608474731445,0.005480527877807617
row_more_sep_row60_col1.csv,0.005397319793701172,0.005394458770751953,0.005022525787353516
row_extra_quote10_col3.csv,0.004660367965698242,0.00471043586730957,0.004953861236572266
row_less_sep_row6_col5.csv,0.004758358001708984,0.005117654800415039,0.00475621223449707
row_less_sep_row39_col2.csv,0.004818439483642578,0.004930019378662109,0.00480198860168457
row_less_sep_row46_col8.csv,0.004761695861816406,0.004811763763427734,0.004915714263916016
row_extra_quote76_col5.csv,0.0047490596771240234,0.004780292510986328,0.004801034927368164
row_extra_quote31_col8.csv,0.004895687103271484,0.0049631595611572266,0.005002498626708984
row_extra_quote56_col8.csv,0.005389213562011719,0.005237102508544922,0.0049664974212646484
row_less_sep_row48_col7.csv,0.0052394866943359375,0.004979610443115234,0.0048868656158447266
row_more_sep_row8_col2.csv,0.004811286926269531,0.004825115203857422,0.004733562469482422
row_less_sep_row83_col8.csv,0.004828453063964844,0.0049021244049072266,0.00477147102355957
row_more_sep_row68_col3.csv,0.005013465881347656,0.0050868988037109375,0.004846811294555664
row_more_sep_row0_col7.csv,0.004975795745849609,0.005021095275878906,0.004809379577636719
row_less_sep_row79_col2.csv,0.0049741268157958984,0.004647016525268555,0.005176067352294922
row_less_sep_row4_col7.csv,0.0050885677337646484,0.0044727325439453125,0.004431962966918945
row_more_sep_row80_col1.csv,0.004862308502197266,0.005255222320556641,0.005227804183959961
row_less_sep_row13_col5.csv,0.005785226821899414,0.004833698272705078,0.005140066146850586
row_more_sep_row22_col3.csv,0.005296230316162109,0.0048944950103759766,0.005141019821166992
row_less_sep_row58_col2.csv,0.005101442337036133,0.00482630729675293,0.004798173904418945
row_more_sep_row43_col5.csv,0.004748106002807617,0.005082607269287109,0.005125522613525391
row_extra_quote37_col0.csv,0.005034923553466797,0.005144596099853516,0.00493311882019043
row_extra_quote17_col1.csv,0.004902362823486328,0.0062177181243896484,0.0047266483306884766
row_extra_quote38_col0.csv,0.00480961799621582,0.004886150360107422,0.004769563674926758
row_less_sep_row37_col6.csv,0.004787921905517578,0.005056858062744141,0.004851341247558594
row_extra_quote16_col8.csv,0.005210399627685547,0.005148410797119141,0.005120277404785156
row_less_sep_row15_col5.csv,0.006013393402099609,0.00540614128112793,0.00490260124206543
row_less_sep_row15_col1.csv,0.00600886344909668,0.005348682403564453,0.005686759948730469
row_less_sep_row67_col5.csv,0.005325794219970703,0.0054318904876708984,0.005626201629638672
row_less_sep_row12_col8.csv,0.007300376892089844,0.007825613021850586,0.0062961578369140625
row_extra_quote45_col8.csv,0.0067484378814697266,0.006139278411865234,0.006659269332885742
row_field_delimiter_29_0x20.csv,0.0053997039794921875,0.0056171417236328125,0.005347251892089844
row_field_delimiter_67_0x20.csv,0.007110595703125,0.007386207580566406,0.00804591178894043
row_less_sep_row53_col6.csv,0.007952213287353516,0.00693964958190918,0.0076181888580322266
row_more_sep_row60_col0.csv,0.007660627365112305,0.0071833133697509766,0.007634401321411133
row_extra_quote70_col8.csv,0.007285594940185547,0.0076830387115478516,0.007965803146362305
row_extra_quote22_col6.csv,0.007733821868896484,0.0075418949127197266,0.00761723518371582
row_extra_quote20_col5.csv,0.007887125015258789,0.0075702667236328125,0.00995492935180664
row_less_sep_row68_col3.csv,0.007612705230712891,0.007208585739135742,0.00838780403137207
row_less_sep_row59_col7.csv,0.007552623748779297,0.008615493774414062,0.008112668991088867
row_more_sep_row77_col2.csv,0.007137775421142578,0.01006007194519043,0.010429143905639648
row_more_sep_row82_col4.csv,0.010768651962280273,0.008980751037597656,0.008409261703491211
row_more_sep_row61_col4.csv,0.006910800933837891,0.006487369537353516,0.006829500198364258
