filename,duckdbparse_time_0,duckdbparse_time_1,duckdbparse_time_2
row_extra_quote80_col1.csv,0.019596576690673828,0.0015146732330322266,0.0009362697601318359
row_less_sep_row57_col2.csv,0.0017151832580566406,0.0009987354278564453,0.0016536712646484375
row_extra_quote57_col2.csv,0.0020313262939453125,0.0018568038940429688,0.0014612674713134766
row_extra_quote33_col5.csv,0.0018699169158935547,0.0018401145935058594,0.0015134811401367188
row_less_sep_row81_col5.csv,0.002174854278564453,0.0018723011016845703,0.0014629364013671875
row_less_sep_row2_col7.csv,0.0032896995544433594,0.002053499221801758,0.002078533172607422
row_less_sep_row67_col4.csv,0.0034024715423583984,0.0018002986907958984,0.003373861312866211
row_less_sep_row21_col4.csv,0.003483295440673828,0.004477024078369141,0.001470327377319336
row_more_sep_row17_col6.csv,0.002366781234741211,0.0022246837615966797,0.003826618194580078
row_less_sep_row56_col2.csv,0.0028738975524902344,0.0018870830535888672,0.0016350746154785156
row_more_sep_row57_col2.csv,0.001992940902709961,0.0016970634460449219,0.0017170906066894531
row_extra_quote14_col4.csv,0.0021414756774902344,0.0015935897827148438,0.0016322135925292969
row_less_sep_row61_col6.csv,0.0018954277038574219,0.0013709068298339844,0.001857757568359375
row_extra_quote20_col6.csv,0.0016961097717285156,0.0015637874603271484,0.001988649368286133
row_extra_quote74_col3.csv,0.0017726421356201172,0.0014553070068359375,0.0019257068634033203
row_extra_quote53_col7.csv,0.0016760826110839844,0.0016553401947021484,0.0020987987518310547
row_less_sep_row34_col6.csv,0.0023376941680908203,0.0018537044525146484,0.0021462440490722656
row_more_sep_row5_col3.csv,0.0015916824340820312,0.001728057861328125,0.001730203628540039
row_more_sep_row10_col0.csv,0.0019419193267822266,0.0014383792877197266,0.0017516613006591797
row_less_sep_row2_col2.csv,0.002196073532104492,0.0018579959869384766,0.0012896060943603516
row_more_sep_row61_col5.csv,0.0020368099212646484,0.0017402172088623047,0.0014705657958984375
row_extra_quote12_col5.csv,0.0014586448669433594,0.001262664794921875,0.0014383792877197266
row_less_sep_row47_col2.csv,0.0017042160034179688,0.0011937618255615234,0.0015273094177246094
row_more_sep_row13_col2.csv,0.0018627643585205078,0.0025146007537841797,0.0015659332275390625
row_extra_quote41_col1.csv,0.0020303726196289062,0.0013000965118408203,0.001615285873413086
row_more_sep_row37_col5.csv,0.0015811920166015625,0.0017466545104980469,0.001714468002319336
row_extra_quote58_col4.csv,0.001455068588256836,0.0017969608306884766,0.001730203628540039
row_extra_quote6_col8.csv,0.0016214847564697266,0.0016963481903076172,0.0013432502746582031
row_more_sep_row2_col4.csv,0.0020477771759033203,0.001977205276489258,0.0024127960205078125
row_more_sep_row76_col5.csv,0.0016062259674072266,0.0019021034240722656,0.002349376678466797
row_extra_quote75_col8.csv,0.0015461444854736328,0.0016591548919677734,0.0025107860565185547
row_extra_quote16_col6.csv,0.0019578933715820312,0.0021219253540039062,0.0017120838165283203
row_less_sep_row25_col7.csv,0.001726388931274414,0.0012850761413574219,0.0017321109771728516
row_extra_quote3_col1.csv,0.0019278526306152344,0.001430511474609375,0.0018129348754882812
row_less_sep_row44_col6.csv,0.0015630722045898438,0.002075672149658203,0.0012974739074707031
row_more_sep_row8_col5.csv,0.0022978782653808594,0.002639293670654297,0.0016984939575195312
row_more_sep_row31_col8.csv,0.0014188289642333984,0.0025720596313476562,0.0013468265533447266
row_more_sep_row5_col6.csv,0.0016410350799560547,0.0016326904296875,0.0016703605651855469
row_extra_quote59_col8.csv,0.0017971992492675781,0.0020112991333007812,0.0016350746154785156
row_less_sep_row41_col6.csv,0.0017199516296386719,0.0014026165008544922,0.001535654067993164
row_extra_quote53_col8.csv,0.002010345458984375,0.0012462139129638672,0.001291036605834961
row_more_sep_row3_col1.csv,0.002265453338623047,0.0012392997741699219,0.0019369125366210938
row_more_sep_row81_col1.csv,0.0015702247619628906,0.0013611316680908203,0.0024242401123046875
row_extra_quote44_col7.csv,0.0016753673553466797,0.0014312267303466797,0.0036618709564208984
row_extra_quote41_col5.csv,0.0016717910766601562,0.0023069381713867188,0.0015175342559814453
row_more_sep_row74_col5.csv,0.0018453598022460938,0.0013742446899414062,0.0016107559204101562
row_more_sep_row28_col0.csv,0.00196075439453125,0.0015151500701904297,0.0015027523040771484
row_more_sep_row47_col5.csv,0.0015130043029785156,0.0018777847290039062,0.0014047622680664062
row_more_sep_row44_col4.csv,0.0016660690307617188,0.0019259452819824219,0.001878976821899414
row_more_sep_row51_col6.csv,0.0018491744995117188,0.0017633438110351562,0.0013346672058105469
row_more_sep_row32_col1.csv,0.0014910697937011719,0.0016591548919677734,0.0013399124145507812
row_extra_quote46_col3.csv,0.0027272701263427734,0.0013535022735595703,0.00191497802734375
row_extra_quote56_col2.csv,0.0016522407531738281,0.0015261173248291016,0.0016245841979980469
row_more_sep_row30_col6.csv,0.0012497901916503906,0.001161336898803711,0.0016760826110839844
row_less_sep_row69_col4.csv,0.0015604496002197266,0.001458883285522461,0.001619577407836914
row_extra_quote0_col0.csv,0.0019402503967285156,0.001575469970703125,0.0022783279418945312
row_more_sep_row30_col2.csv,0.0018429756164550781,0.0023221969604492188,0.0014004707336425781
row_more_sep_row14_col8.csv,0.0015954971313476562,0.0012569427490234375,0.0029714107513427734
row_less_sep_row54_col2.csv,0.001901865005493164,0.002058744430541992,0.0015249252319335938
row_less_sep_row31_col5.csv,0.0014481544494628906,0.002290487289428711,0.002636432647705078
row_extra_quote30_col0.csv,0.0017969608306884766,0.0015151500701904297,0.0011439323425292969
row_more_sep_row60_col1.csv,0.001615762710571289,0.0020904541015625,0.0018215179443359375
row_extra_quote10_col3.csv,0.0018236637115478516,0.0015647411346435547,0.00133514404296875
row_less_sep_row6_col5.csv,0.0015804767608642578,0.0013430118560791016,0.0018029212951660156
row_less_sep_row39_col2.csv,0.0015540122985839844,0.0016396045684814453,0.0014984607696533203
