filename,duckdbauto_time_0,duckdbauto_time_1,duckdbauto_time_2
row_extra_quote80_col1.csv,0.024292469024658203,0.008529186248779297,0.007093906402587891
row_less_sep_row57_col2.csv,0.0077974796295166016,0.006211757659912109,0.008105278015136719
row_extra_quote57_col2.csv,0.008642196655273438,0.0073354244232177734,0.007630586624145508
row_extra_quote33_col5.csv,0.014450550079345703,0.009809732437133789,0.008088111877441406
row_less_sep_row81_col5.csv,0.009645938873291016,0.007754087448120117,0.008021116256713867
row_less_sep_row2_col7.csv,0.011079788208007812,0.00732874870300293,0.008063316345214844
row_less_sep_row67_col4.csv,0.008127450942993164,0.010053873062133789,0.008426427841186523
row_less_sep_row21_col4.csv,0.009515047073364258,0.010055065155029297,0.008612871170043945
row_more_sep_row17_col6.csv,0.009114265441894531,0.008968591690063477,0.008204936981201172
row_less_sep_row56_col2.csv,0.009484529495239258,0.008843421936035156,0.007728099822998047
row_more_sep_row57_col2.csv,0.010385274887084961,0.009002208709716797,0.007630348205566406
row_extra_quote14_col4.csv,0.01000833511352539,0.008212804794311523,0.008594512939453125
row_less_sep_row61_col6.csv,0.011613130569458008,0.008971691131591797,0.00940084457397461
row_extra_quote20_col6.csv,0.00953817367553711,0.009000539779663086,0.009806156158447266
row_extra_quote74_col3.csv,0.010053396224975586,0.009595632553100586,0.00844430923461914
row_extra_quote53_col7.csv,0.010670185089111328,0.00945734977722168,0.008771657943725586
row_less_sep_row34_col6.csv,0.009274959564208984,0.009620189666748047,0.00968623161315918
row_more_sep_row5_col3.csv,0.009002208709716797,0.009256124496459961,0.009442567825317383
row_more_sep_row10_col0.csv,0.011240720748901367,0.010460853576660156,0.012123346328735352
row_less_sep_row2_col2.csv,0.012417793273925781,0.010128974914550781,0.008548736572265625
row_more_sep_row61_col5.csv,0.009645462036132812,0.009543657302856445,0.008855819702148438
row_extra_quote12_col5.csv,0.010334253311157227,0.009174823760986328,0.008707761764526367
row_less_sep_row47_col2.csv,0.010932445526123047,0.007916927337646484,0.008479833602905273
row_more_sep_row13_col2.csv,0.00918889045715332,0.008581161499023438,0.008440732955932617
row_extra_quote41_col1.csv,0.011217832565307617,0.00781559944152832,0.008800029754638672
row_more_sep_row37_col5.csv,0.012048721313476562,0.008608341217041016,0.008294343948364258
row_extra_quote58_col4.csv,0.010432958602905273,0.008118629455566406,0.008342742919921875
row_extra_quote6_col8.csv,0.009122133255004883,0.008733749389648438,0.008392810821533203
row_more_sep_row2_col4.csv,0.010593175888061523,0.00811767578125,0.00900411605834961
row_more_sep_row76_col5.csv,0.00963735580444336,0.009115934371948242,0.00811314582824707
row_extra_quote75_col8.csv,0.011174917221069336,0.008699178695678711,0.008931875228881836
