filename,pandas_time_0,pandas_time_1,pandas_time_2
row_extra_quote80_col1.csv,0.021524429321289062,0.002307891845703125,0.002818584442138672
row_less_sep_row57_col2.csv,0.0014333724975585938,0.0017731189727783203,0.0014090538024902344
row_extra_quote57_col2.csv,0.0026421546936035156,0.001554250717163086,0.0017206668853759766
row_extra_quote33_col5.csv,0.002096891403198242,0.0014221668243408203,0.0018258094787597656
row_less_sep_row81_col5.csv,0.0021712779998779297,0.001783132553100586,0.001903533935546875
row_less_sep_row2_col7.csv,0.0025048255920410156,0.0019288063049316406,0.0022466182708740234
row_less_sep_row67_col4.csv,0.0018100738525390625,0.0019023418426513672,0.003101825714111328
row_less_sep_row21_col4.csv,0.0019905567169189453,0.0018346309661865234,0.001977205276489258
row_more_sep_row17_col6.csv,0.0020568370819091797,0.0019376277923583984,0.0019884109497070312
row_less_sep_row56_col2.csv,0.002618551254272461,0.0019578933715820312,0.002032041549682617
row_more_sep_row57_col2.csv,0.0018889904022216797,0.0015828609466552734,0.0018885135650634766
row_extra_quote14_col4.csv,0.001857757568359375,0.0015912055969238281,0.0020339488983154297
row_less_sep_row61_col6.csv,0.0024161338806152344,0.0017719268798828125,0.0020644664764404297
row_extra_quote20_col6.csv,0.0016314983367919922,0.0014433860778808594,0.001569986343383789
row_extra_quote74_col3.csv,0.0024220943450927734,0.001596212387084961,0.001623392105102539
row_extra_quote53_col7.csv,0.0016770362854003906,0.0014111995697021484,0.0017685890197753906
row_less_sep_row34_col6.csv,0.0019941329956054688,0.0016977787017822266,0.0014765262603759766
row_more_sep_row5_col3.csv,0.0020682811737060547,0.0017817020416259766,0.0015289783477783203
row_more_sep_row10_col0.csv,0.001623392105102539,0.001617431640625,0.0016872882843017578
row_less_sep_row2_col2.csv,0.0020461082458496094,0.0017888545989990234,0.0021216869354248047
row_more_sep_row61_col5.csv,0.0021359920501708984,0.0017104148864746094,0.0016963481903076172
row_extra_quote12_col5.csv,0.0018944740295410156,0.0015323162078857422,0.001918792724609375
row_less_sep_row47_col2.csv,0.001766204833984375,0.001323699951171875,0.001897573471069336
row_more_sep_row13_col2.csv,0.003175020217895508,0.0014350414276123047,0.00157928466796875
row_extra_quote41_col1.csv,0.0016760826110839844,0.0016584396362304688,0.0019207000732421875
row_more_sep_row37_col5.csv,0.0016663074493408203,0.001234292984008789,0.0015592575073242188
row_extra_quote58_col4.csv,0.002991199493408203,0.0019731521606445312,0.0019409656524658203
row_extra_quote6_col8.csv,0.0016679763793945312,0.0015125274658203125,0.0017046928405761719
row_more_sep_row2_col4.csv,0.0020902156829833984,0.0015015602111816406,0.0014836788177490234
row_more_sep_row76_col5.csv,0.002775430679321289,0.0016469955444335938,0.0019023418426513672
row_extra_quote75_col8.csv,0.0019254684448242188,0.0016014575958251953,0.0017676353454589844
row_extra_quote16_col6.csv,0.0023190975189208984,0.0015511512756347656,0.0015256404876708984
row_less_sep_row25_col7.csv,0.002603769302368164,0.0013606548309326172,0.0015411376953125
row_extra_quote3_col1.csv,0.0019021034240722656,0.0015339851379394531,0.002730131149291992
row_less_sep_row44_col6.csv,0.0017001628875732422,0.001508474349975586,0.0015864372253417969
row_more_sep_row8_col5.csv,0.002358675003051758,0.001840353012084961,0.0016918182373046875
row_more_sep_row31_col8.csv,0.0018863677978515625,0.0016064643859863281,0.0021457672119140625
row_more_sep_row5_col6.csv,0.00182342529296875,0.0015833377838134766,0.0016894340515136719
row_extra_quote59_col8.csv,0.0018267631530761719,0.0015490055084228516,0.0015003681182861328
row_less_sep_row41_col6.csv,0.0018110275268554688,0.0018131732940673828,0.001974821090698242
row_extra_quote53_col8.csv,0.0020592212677001953,0.001377105712890625,0.0018115043640136719
row_more_sep_row3_col1.csv,0.0021140575408935547,0.0018143653869628906,0.001695871353149414
row_more_sep_row81_col1.csv,0.0026285648345947266,0.00185394287109375,0.0022971630096435547
row_extra_quote44_col7.csv,0.0018374919891357422,0.0019578933715820312,0.0014812946319580078
row_extra_quote41_col5.csv,0.0018134117126464844,0.0015568733215332031,0.0017437934875488281
row_more_sep_row74_col5.csv,0.0018041133880615234,0.0016872882843017578,0.0015764236450195312
row_more_sep_row28_col0.csv,0.0023391246795654297,0.0015387535095214844,0.00151824951171875
row_more_sep_row47_col5.csv,0.0016901493072509766,0.0018095970153808594,0.0021893978118896484
row_more_sep_row44_col4.csv,0.002105712890625,0.001583099365234375,0.0017883777618408203
row_more_sep_row51_col6.csv,0.002081632614135742,0.0018358230590820312,0.001977205276489258
row_more_sep_row32_col1.csv,0.0020842552185058594,0.0018184185028076172,0.0022721290588378906
row_extra_quote46_col3.csv,0.001657247543334961,0.0015201568603515625,0.0019969940185546875
row_extra_quote56_col2.csv,0.0019359588623046875,0.002384185791015625,0.0016102790832519531
row_more_sep_row30_col6.csv,0.0019071102142333984,0.0017242431640625,0.0015115737915039062
row_less_sep_row69_col4.csv,0.001737833023071289,0.001497507095336914,0.0021867752075195312
row_extra_quote0_col0.csv,0.018763065338134766,0.0034105777740478516,0.0030901432037353516
row_more_sep_row30_col2.csv,0.0014581680297851562,0.0013904571533203125,0.0015149116516113281
row_more_sep_row14_col8.csv,0.002122163772583008,0.0017495155334472656,0.0017566680908203125
row_less_sep_row54_col2.csv,0.0017986297607421875,0.0018734931945800781,0.0018801689147949219
row_less_sep_row31_col5.csv,0.0017654895782470703,0.0016074180603027344,0.0018448829650878906
row_extra_quote30_col0.csv,0.001966714859008789,0.0014278888702392578,0.001773834228515625
row_more_sep_row60_col1.csv,0.0018744468688964844,0.001249074935913086,0.0017499923706054688
row_extra_quote10_col3.csv,0.0021467208862304688,0.0016336441040039062,0.0019719600677490234
row_less_sep_row6_col5.csv,0.0019202232360839844,0.001893758773803711,0.0022313594818115234
row_less_sep_row39_col2.csv,0.0019235610961914062,0.0013821125030517578,0.0017697811126708984
row_less_sep_row46_col8.csv,0.0025196075439453125,0.0015726089477539062,0.001535177230834961
row_extra_quote76_col5.csv,0.0018923282623291016,0.0017764568328857422,0.0020449161529541016
row_extra_quote31_col8.csv,0.0018906593322753906,0.00157928466796875,0.0018200874328613281
row_extra_quote56_col8.csv,0.002053499221801758,0.0012743473052978516,0.0017926692962646484
row_less_sep_row48_col7.csv,0.0025081634521484375,0.001750946044921875,0.001712799072265625
row_more_sep_row8_col2.csv,0.0020303726196289062,0.0015897750854492188,0.0024607181549072266
row_less_sep_row83_col8.csv,0.0025031566619873047,0.001634836196899414,0.0019423961639404297
row_more_sep_row68_col3.csv,0.0023882389068603516,0.001501321792602539,0.0015759468078613281
row_more_sep_row0_col7.csv,0.0024454593658447266,0.002108335494995117,0.0021924972534179688
row_less_sep_row79_col2.csv,0.0018749237060546875,0.001338958740234375,0.001741170883178711
row_less_sep_row4_col7.csv,0.002315998077392578,0.0013611316680908203,0.0017383098602294922
row_more_sep_row80_col1.csv,0.0022118091583251953,0.001781463623046875,0.0017180442810058594
row_less_sep_row13_col5.csv,0.0017025470733642578,0.0014793872833251953,0.0020127296447753906
row_more_sep_row22_col3.csv,0.0019440650939941406,0.0014967918395996094,0.0018374919891357422
row_less_sep_row58_col2.csv,0.0022728443145751953,0.0017948150634765625,0.0019428730010986328
row_more_sep_row43_col5.csv,0.0018897056579589844,0.00174713134765625,0.001970052719116211
row_extra_quote37_col0.csv,0.002151966094970703,0.0015316009521484375,0.0014753341674804688
row_extra_quote17_col1.csv,0.002048969268798828,0.0016350746154785156,0.0019550323486328125
row_extra_quote38_col0.csv,0.002019166946411133,0.001486063003540039,0.0016193389892578125
row_less_sep_row37_col6.csv,0.002425670623779297,0.0015208721160888672,0.0015652179718017578
row_extra_quote16_col8.csv,0.0016324520111083984,0.0016717910766601562,0.0019979476928710938
row_less_sep_row15_col5.csv,0.0015797615051269531,0.0015263557434082031,0.0017194747924804688
